short_name,guitar_easy,guitar_medium,guitar_hard,guitar_expert,bass_easy,bass_medium,bass_hard,bass_expert,drums_easy,drums_medium,drums_hard,drums_expert,guitar_base_easy,guitar_base_medium,guitar_base_hard,guitar_base_expert,bass_base_easy,bass_base_medium,bass_base_hard,bass_base_expert,drums_base_easy,drums_base_medium,drums_base_hard,drums_base_expert,drums_allfills_easy,drums_allfills_medium,drums_allfills_hard,drums_allfills_expert,percussion_hits,nonpercussion_phrases,length
chiron,192,376,643,1151,184,345,604,879,568,903,1321,1832,6198,10771,18882,33678,5653,9678,16558,23493,14200,22575,33025,45800,11250,17775,25000,33525,58,39,265.184898
chopsuey,273,471,800,1052,293,425,675,713,661,821,1094,1295,10834,17659,30372,42757,8727,12027,18428,20189,16525,20525,27350,32375,12900,15975,21125,24950,65,50,208.185467
christiansinferno,259,506,608,839,261,522,670,1028,674,940,1102,1554,6560,20331,25664,35348,6525,13050,16885,25835,16850,23500,27550,38850,13000,18300,21125,30100,0,39,184.790799
christmasisthetime,139,255,491,523,137,259,416,502,311,574,760,912,3891,9062,15824,17116,3777,6827,11078,13228,7775,14350,19000,22800,6050,10925,14425,16700,43,35,172.666837
claudette,216,336,531,598,153,249,323,360,375,548,836,936,5400,11351,17618,19861,3825,7233,8600,10731,9375,13700,20900,23400,7500,10725,16175,18150,0,33,153.27969575
clinteastwood,312,432,633,786,247,266,383,402,933,1599,1741,1824,9174,15651,20962,27680,8743,9224,12152,12636,23325,39975,43525,45600,17575,30200,32750,34500,117,72,361.38773
closer,138,234,404,506,173,255,437,548,375,548,640,715,3768,12286,22058,26258,4586,6636,11894,14669,9375,13700,16000,17875,7450,11025,12575,13800,0,34,189.79399125
closertotheheart,200,280,451,555,171,248,446,477,325,466,664,824,5780,12258,17657,20607,4998,7334,12776,13540,8125,11650,16600,20600,6675,9600,13150,15450,80,29,180.048291
cloudsovercalifornia,383,643,1335,1738,336,626,1160,1295,837,1200,1802,2618,9972,16778,37148,47313,8934,16634,30832,34317,20925,30000,45050,65450,16125,23475,34125,48350,0,44,256.461036
clubfoot,257,289,545,578,187,304,413,708,449,695,908,1272,6449,9949,19649,20468,4729,7654,10394,17769,11225,17375,22700,31800,8950,13900,17825,24875,25,44,168.817712
cmoncmon,175,315,545,599,145,288,439,453,387,549,969,1261,4375,7875,17525,22125,3625,7200,10975,11589,9675,13725,24225,31525,7650,10900,19150,23750,0,31,136.8379575
coldrainandsnow,186,305,484,573,183,276,437,517,462,628,1111,1408,5229,10949,16591,18779,4779,7104,11309,14905,11550,15700,27775,35200,9225,12950,22400,26925,24,29,150.22337425
collector,172,284,333,394,234,357,357,357,589,725,1420,1624,4927,7694,11704,13756,5850,8925,9468,9468,14725,18125,35500,40600,11375,13875,25850,30000,0,33,188.69452
colonyofbirchmen,259,460,857,1387,216,332,493,562,761,1038,1493,2157,6654,11706,26603,42434,6576,9698,15197,17582,19025,25950,37325,53925,14975,20875,29400,41975,64,38,251.006652
comeasyouarelive,288,465,641,743,244,451,635,745,611,1059,1291,1493,7296,16442,23047,30347,6196,11371,16690,19440,15275,26475,32275,37325,12025,20250,24350,28150,0,32,224.56355889
comeoutandplay,232,373,682,814,229,359,492,492,639,836,1388,1569,5800,14700,25725,30235,5725,8975,12300,13959,15975,20900,34700,39225,13150,17150,28150,31150,103,44,196.499358
completecontrol,317,325,425,541,384,384,603,603,670,880,1091,1254,9831,14524,22364,25542,10359,10436,16045,17242,16750,22000,27275,31350,12725,16650,20250,22600,0,43,195.58576
conquerall,250,406,777,1031,160,351,691,993,584,902,1542,2461,6808,10774,20716,30684,4090,9046,17869,25532,14600,22550,38550,61525,11475,17925,30675,48725,0,23,214.678253542
constantmotion,571,1019,1771,2422,559,996,1670,2165,1248,1764,2553,3373,15310,26697,60402,87707,14305,25284,42263,54782,31200,44100,63825,84325,23600,33850,47625,61075,283,66,417.8276015
conventionallover,251,389,608,840,200,335,636,904,708,907,1510,1713,6380,16480,27654,37094,5072,8447,15972,23494,17700,22675,37750,42825,13800,17825,29350,33125,39,54,208.46133
coolforcats,99,104,261,359,128,149,249,268,515,799,1171,1376,3489,6049,10402,12942,3200,3824,6507,6970,12875,19975,29275,34400,10075,15800,23100,26975,98,30,201.399274
countdowntoinsanity,340,384,669,752,329,329,591,606,502,781,972,1101,8806,15117,27242,29317,8399,8399,14949,15333,12550,19525,24300,27525,10025,15500,19250,21850,16,48,228.959244529
cowboysong_live,429,544,905,1177,257,489,736,893,676,1048,1595,1937,11826,17313,28534,37032,6573,12373,18562,23175,16900,26200,39875,48425,13450,20250,30375,35500,90,45,325.00268025
crackityjones,103,203,338,548,85,160,333,520,249,266,552,684,2732,6127,11940,19265,2218,4136,8467,13142,6225,6650,13800,17100,5200,5475,11325,14000,20,22,86.5043841083
crash,214,380,565,670,200,396,690,787,498,702,832,1196,5566,14182,21402,25446,5123,10023,17379,19816,12450,17550,20800,29900,9650,13775,15950,23175,0,44,162.484259
crawl,191,282,455,758,332,514,821,1127,623,993,1271,1516,5473,10853,17709,26094,8492,13060,20795,28429,15575,24825,31775,37900,12525,19900,24550,30350,0,31,250.350225
crazylittlething,141,236,330,461,159,305,359,423,396,584,675,952,3703,10038,13953,16775,4035,7685,10790,12289,9900,14600,16875,23800,8150,12025,13775,19500,0,41,157.408863315
crazytuesday,139,224,389,456,99,220,348,355,367,619,1012,1160,4849,12291,19391,22838,2475,5500,8700,9127,9175,15475,25300,29000,7000,11900,19050,21625,0,28,227.999525
creamandbastards,214,394,710,861,238,446,873,922,574,785,1276,1472,5629,18525,35027,39855,5950,11150,21825,23212,14350,19625,31900,36800,11375,15350,24425,27825,14,40,194.248449375
creep,254,436,714,881,243,304,374,383,594,987,1136,1211,7036,12388,19573,24477,8592,9532,12074,12296,14850,24675,28400,30275,12850,21325,23975,25625,0,37,239.06753
creepinupthebackstairs,217,325,517,849,162,298,506,683,533,780,1259,1473,5425,11625,20000,32188,4050,7450,12650,17075,13325,19500,31475,36825,10175,15300,23900,27600,0,49,186.9989159
criticalacclaim,277,472,719,983,278,354,551,755,772,1149,1568,2146,8312,13649,27888,35502,9779,12099,17276,22673,19300,28725,39200,53650,14525,22000,28925,39250,81,42,312.800633
crocodilerock,274,385,644,939,262,415,636,752,582,930,1530,1610,7084,15694,27011,35701,6550,10825,16350,20444,14550,23250,38250,40250,11150,18025,28900,30225,0,60,220.098838
crosseyedandpainless,234,333,596,1007,243,415,577,702,1183,1787,2109,2278,6557,12398,20571,31075,6075,10375,14425,17550,29575,44675,52725,56950,22400,33600,39725,42875,56,40,293.787456
crushcrushcrush,241,299,433,437,281,309,463,467,472,683,958,1085,8172,12734,20323,23172,7865,8595,12523,12707,11800,17075,23950,27125,9300,13575,18825,21325,0,55,187.007212
crylonely,193,247,426,555,288,393,609,729,705,1071,1601,1711,7566,12143,19206,22436,7487,10112,16915,20140,17625,26775,40025,42775,13600,20625,30750,32800,64,40,251.54604475
cupsandcakes,57,95,127,158,60,87,122,129,59,84,144,159,1642,4192,5752,7106,1548,2583,3584,3759,1475,2100,3600,3975,1275,1800,3150,3475,0,16,97.658094
cuzurnext,188,312,407,971,236,396,501,1182,461,692,1259,1635,5216,9891,13534,27841,6416,10494,13206,30219,11525,17300,31475,40875,9250,13875,24350,31125,0,29,193.123892
dammit,256,315,475,715,252,503,746,852,648,859,1194,1755,8444,13067,20472,30008,6996,13271,19388,23235,16200,21475,29850,43875,12325,16425,22375,33300,26,46,168.78392925
damnationgame,374,538,1035,1732,350,620,1263,1755,830,1164,1453,1919,10847,17470,30313,48073,9342,16312,32841,45365,20775,29175,36425,48125,16700,23525,28875,36975,45,48,305.113767
danceepidemic,138,243,409,537,153,278,393,510,578,882,984,1126,3928,9881,17990,23063,3975,7115,10185,13110,14450,22050,24600,28150,11300,17400,19100,21925,0,41,170.290652
danicalifornia,428,613,880,1094,424,725,944,996,908,1313,1604,1752,11445,21094,31166,37790,10660,18206,23708,25354,22700,32825,40100,43800,19350,28275,34025,36550,69,45,284.383933
databasecorrupted,271,533,987,1058,273,541,965,1077,554,872,1487,1861,7033,26407,48966,51856,6993,13765,24365,27177,13850,21800,37175,46525,11000,17550,29050,35700,0,42,240.611244
datewiththenight,290,353,491,734,230,321,474,712,365,512,800,1142,7364,11063,16374,24914,5762,9474,14545,20206,9125,12800,20000,28550,6900,9600,14675,21275,17,34,155.987298
dawnpatrol,0,0,0,0,129,201,321,382,221,357,434,449,0,0,0,0,3345,5254,8254,10258,5525,8925,10850,11225,4300,7100,8525,8525,0,18,114.363585192
daylatedollarshort,311,385,492,629,368,581,827,831,793,1298,1377,1604,8978,14029,17016,22203,9345,14874,21051,21151,19825,32450,34425,40100,16550,27475,28325,32475,31,39,183.4766805
dead,133,215,321,432,131,248,434,479,501,749,872,1049,3601,6006,9167,13700,3275,6200,10868,11993,12525,18725,21800,26225,10575,15825,18150,21700,0,23,143.67344
deadleavesdirtyground,159,216,332,463,75,105,151,201,246,366,383,383,4175,10583,13799,17540,2220,5024,6662,8112,6150,9150,9575,9575,4950,7325,7575,7575,56,29,179.324615
deadonarrival,330,535,806,987,349,553,761,849,788,951,1169,1504,8628,18927,34683,44381,9073,14182,19529,24552,19700,23775,29225,37600,15525,18825,23100,28700,36,44,194.685049
debaser,294,338,583,641,305,318,597,643,630,887,1069,1365,7530,10917,25248,27532,7751,8280,15447,16720,15750,22175,26725,34125,12425,17175,20350,25850,86,28,174.652096
deep,296,467,623,780,326,416,503,539,449,720,1163,1646,9586,16193,23162,27027,10526,12776,17547,18447,11275,18075,29175,41300,8650,14450,22825,31350,0,47,262.79489
deluxe,240,431,689,988,169,301,613,615,460,739,1041,1292,6724,15732,31019,45544,4313,7613,15413,15463,11500,18475,26025,32300,9275,14650,20600,25375,36,25,212.922982
desperatetimes,266,433,712,871,233,411,696,752,591,805,1279,1860,7691,13316,25655,29928,6764,11305,19027,21214,14775,20125,31975,46500,11700,16050,24675,35425,0,59,208.446628
detroitrockcity,186,215,331,348,225,278,404,499,756,1207,1521,1790,8328,12241,17991,18599,7356,8780,11981,14540,18950,30275,38125,44850,16850,27075,33375,39575,74,31,238.669066
deuce,226,355,545,860,204,340,521,685,612,857,1379,1888,6640,12745,21232,28704,5754,9212,15216,19319,15300,21425,34475,47200,12250,17500,27825,37050,112,16,219.996769
devilschild,345,368,447,563,289,572,858,1148,719,1056,1758,2128,9423,11564,21877,26829,7225,14300,21450,28700,17975,26400,43950,53200,13900,20300,34100,40300,31,64,288.915958
devilsisland,381,685,1292,2000,422,672,1099,1623,871,1236,1937,2578,10396,18657,40131,58171,11138,17388,29053,42315,21775,30900,48425,64450,16425,23750,36575,47425,107,44,306.592356
devour,262,520,859,1104,217,421,782,914,624,883,1293,1617,6550,15375,30125,38779,5425,10525,19550,23018,15600,22075,32325,40425,12225,17225,24500,29950,0,34,218.303764
diaryofjane,287,400,606,776,242,358,524,676,532,711,1009,1174,7634,12386,18636,24764,6602,9625,14900,19141,13300,17775,25225,29350,10925,14875,20450,23250,0,39,201.19736
dieallright,256,382,698,698,241,371,687,687,605,924,1142,1584,6640,17524,32964,35034,6172,9422,17319,17319,15125,23100,28550,39600,12125,18325,22475,30975,0,42,170.169845304
dig,196,511,676,1042,181,260,371,595,434,747,1072,1209,5056,12940,17584,27043,4699,6674,9548,15901,10850,18675,26800,30225,7850,14000,20625,22850,0,58,261.7192
dirtydeeds_live,194,275,492,665,287,465,961,969,605,919,1577,1919,7913,17160,23712,30346,7463,12204,24754,25548,15200,23075,39600,48175,12150,18125,31250,37525,0,58,275.479959
dirtylittlesecret,387,387,642,643,338,342,618,621,510,729,896,1004,11264,17466,30857,34419,9301,9401,16301,17117,12750,18225,22400,25100,10025,14500,17650,19525,27,33,191.294165675
dirtypool,480,705,1290,2363,445,538,572,611,593,963,1117,1285,12138,30921,57149,108417,13576,15916,20623,21601,14825,24075,27925,32125,11300,18300,20950,23700,88,23,301.828381
disposableteens,238,364,484,617,213,340,419,489,532,706,910,1251,6184,9334,22542,28673,5325,8512,10832,14085,13300,17650,22750,31275,10325,13625,17500,23575,0,44,183.444931488
dissidentaggressor_live,197,355,542,752,247,327,515,723,371,545,946,1271,5280,12725,18926,26842,6289,8295,13285,19284,9275,13625,23650,31775,7275,10725,18400,23550,0,18,176.292506629
doa,329,510,842,930,366,635,932,944,764,1082,1423,1852,9614,14129,25419,27953,9690,16482,23917,24223,19100,27050,35575,46300,14850,20725,27050,34425,0,32,237.054281
doa_foos,287,465,897,994,275,490,952,985,697,959,1486,1943,7787,21099,43341,55868,7097,12472,25018,25853,17425,23975,37150,48575,14000,18950,29125,38150,0,54,254.737613
dointhatrag,256,486,668,803,265,512,705,791,687,958,1272,1554,6915,12913,21861,25957,6742,13032,18479,20909,17175,23950,31800,38850,14450,20475,26550,32025,0,92,291.775991
doll,57,116,178,200,30,49,69,81,69,127,160,192,1831,3271,8231,9232,904,1409,2030,2333,1725,3175,4000,4800,1425,2575,3200,3650,0,10,92.218443
dontchastop,294,462,683,884,308,323,622,653,569,761,1184,1394,7575,11804,20012,26054,7925,8300,15992,16767,14225,19025,29600,34850,10725,14475,22400,26175,48,35,211.332716
donteasemein,213,379,543,670,231,340,488,580,551,815,1241,1443,5683,9995,19354,24722,5971,8696,14258,16512,13775,20375,31025,36075,11225,16925,25375,28975,62,36,190.397742
dontfearthereaper,384,672,972,1138,318,582,935,995,983,1630,2294,2875,11136,18575,30630,35216,8388,15024,24446,25958,24625,40800,57400,71925,20700,34500,48050,59950,169,35,319.538998
dontgoawaymad,240,395,602,860,231,425,661,699,742,1218,1465,1708,7318,14939,23937,30897,6474,12170,18898,19828,18550,30450,36625,42700,14825,24000,28075,32225,0,77,280.626572
dontlookbackinanger,356,387,560,671,365,521,664,790,761,1020,1253,1556,12091,13635,21592,25570,9278,13178,16769,19894,19025,25500,31325,38900,14900,19950,23525,29150,23,47,289.86632525
dontmakemewait,127,224,457,747,131,219,325,426,576,880,1070,1445,3269,9966,18015,28234,3275,5475,8565,11543,14400,22000,26750,36125,11550,17525,20775,27000,30,43,155.485466
dontspeak,428,556,751,1031,269,396,443,628,582,812,998,1255,11203,22657,31016,49498,7600,10924,12520,17137,14550,20300,24950,31375,11225,15775,18775,23325,15,59,290.449423067
dontstop,127,189,261,309,182,362,701,749,517,740,1305,1843,4113,5663,11644,13588,4550,9050,17525,19043,12925,18500,32625,46075,9900,14150,24900,34925,0,36,192.811211021
dontstopbelieving,172,240,398,574,212,348,538,656,534,754,1052,1357,5675,7522,13578,21791,6791,10242,15283,18926,13350,18850,26300,33925,10425,14775,20325,25975,0,40,254.804653338
donttellme,221,418,771,838,236,443,760,816,574,815,1409,1647,6399,16283,30766,34227,6014,11177,19126,20760,14350,20375,35225,41175,11350,16150,27300,30975,0,51,199.085739
donttellmeyouloveme,300,503,797,1235,316,589,934,1042,801,1063,1334,1595,9786,20757,31145,43188,9157,16006,24730,28846,20025,26575,33350,39875,15725,21000,25525,30150,0,40,269.139084706
down,140,260,454,590,136,224,423,510,322,653,910,1215,3672,9772,15675,19045,3768,5968,11045,13776,8050,16325,22750,30375,6775,13800,19125,25250,0,24,189.142555287
downatthewhiskey,254,353,568,803,250,415,859,880,623,884,1250,1548,7349,11792,18758,27191,6514,10702,21952,23086,15600,22125,31300,38750,12075,16800,23000,27650,0,38,233.997928
downwiththesickness,290,701,962,1163,262,621,856,1033,704,1037,1499,1832,7364,18278,37923,46785,6728,16055,21950,26517,17600,25925,37475,45800,13975,20275,29000,35375,52,59,281.6802135
doyouwantto,223,332,568,650,218,434,601,608,499,711,969,1345,6418,9954,17014,19706,5582,10988,15163,15977,12475,17775,24225,33625,10150,14400,19600,26625,0,50,215.816588
dragula,302,413,732,785,150,230,353,412,788,1081,1210,1476,7784,14684,29668,35192,3750,5750,9023,19365,19700,27025,30250,36900,15700,21600,24100,29500,0,37,222.921960708
draintheblood,241,360,650,865,211,354,605,691,530,698,1104,1319,6745,11498,26125,34808,5911,9486,16163,19042,13250,17450,27600,32975,10525,13825,21250,25150,0,39,191.39466
drainyou,198,424,626,838,224,434,684,710,518,792,1144,1466,5550,19895,27766,36464,6066,11338,18258,19494,12950,19800,28600,36650,10400,15750,22675,28700,0,31,225.669210375
dreamin,262,424,798,990,189,319,602,652,526,779,930,1039,6630,19382,37302,43714,4812,8062,15446,17682,13150,19475,23250,25975,10425,15550,18300,20225,0,58,310.112641
dreamingoflove,192,333,559,761,195,394,636,852,445,571,957,1203,5253,14739,26079,35974,5211,10198,16251,22012,11125,14275,23925,30075,9275,11850,19750,25000,0,43,226.27262
dreamingofyou,207,236,278,299,222,261,358,433,501,733,847,867,5519,10694,12619,13720,5699,8579,11209,13092,12525,18325,21175,21675,9750,14150,16275,16425,36,25,140.161406208
drfeelgood,229,341,562,1013,250,475,741,891,807,1196,1485,1696,7270,15026,24190,36740,6529,12154,19449,24094,20175,29900,37125,42400,15475,22925,28275,32300,32,65,296.264522
duality,298,473,852,1242,267,436,706,950,601,919,1504,2076,7474,11947,22159,32453,6675,10960,18691,24843,15025,22975,37600,51900,12775,20050,31925,42775,0,62,254.72054746
dunebuggy,183,258,422,528,194,319,486,644,368,612,843,1052,5199,12061,18833,23167,5342,12322,18602,22877,9200,15300,21075,26300,7175,11950,16275,20325,0,45,166.754881
eastjesusnowhere,257,489,783,1126,267,514,658,754,610,985,1192,1523,7127,12951,28366,44739,7011,13198,17089,22006,15250,24625,29800,38075,11750,19200,23075,29150,44,35,266.620544
eatmealivelive,297,500,725,1044,311,545,955,1042,734,1161,1512,1822,9699,19520,26743,35279,8972,14985,25646,28559,18350,29025,37800,45550,14825,23600,30150,36000,0,33,240.05256025
electriccrown,339,531,1037,1261,374,759,1454,1495,979,1381,2317,2620,10530,18493,33037,41367,9500,19197,36668,38341,24475,34525,57925,65500,19175,27300,45900,50100,97,29,331.664762
electricversion,311,570,576,799,343,394,650,713,587,898,1404,1683,8315,17405,29180,36402,8926,10216,16535,18119,14675,22450,35100,42075,11550,17325,27375,32350,0,36,175.503576
elscorcho,265,391,509,542,298,340,403,469,593,856,1074,1208,6743,9931,14692,16773,7705,8764,10633,12284,14825,21400,26850,30200,12200,18200,22825,25275,0,46,245.018215
embedded,306,508,704,996,270,468,726,938,637,946,1467,2578,8532,14972,20219,29902,7836,13203,19830,29373,15925,23650,36675,64450,12750,19075,28900,51325,0,41,219.76668
eminencefront1,344,656,1026,1380,185,335,504,677,930,1316,1473,1678,9605,19720,29839,39585,6395,10445,14937,19479,23250,32900,36825,41950,17950,25250,28300,32200,62,40,338.329348
empireofthegun,343,615,1106,1685,300,567,1003,1563,731,1028,1512,2169,8926,20868,38157,56927,7845,14790,26116,40116,18275,25700,37800,54225,15150,21025,29925,42625,0,49,285.21462
employeeofthemonth,220,364,634,768,203,337,476,508,506,764,1182,1317,6466,17595,30796,31906,5900,9271,14489,15286,12650,19100,29550,32925,10675,15975,24400,26425,0,53,214.900549275
endtransmission,130,298,395,475,240,449,701,827,822,1150,1338,1495,6286,12222,16013,19736,6480,11705,18458,23579,20550,28750,33450,37375,16425,22900,26325,29325,0,36,224.825403333
enoughspace,146,315,350,458,177,349,461,542,396,612,888,1154,5138,9468,16939,21844,5013,9313,12626,14627,9900,15300,22200,28850,7650,11950,17300,21900,0,36,161.287938
entangled,256,387,519,758,283,429,537,782,808,1165,1405,1646,8146,14056,17915,25158,7234,11586,14646,21686,20200,29125,35125,41150,16225,23250,27250,31575,52,33,261.827824
entersandman,674,941,1168,1199,646,1065,1145,1147,1091,1625,1994,2117,20131,28715,37796,38590,17572,27938,29674,29737,27275,40625,49850,52925,22650,33275,40550,42700,0,40,331.9085995
epic,277,368,583,659,341,489,639,668,822,1148,1476,1896,8579,12603,19475,24945,8909,12936,17138,17863,20550,28700,36900,47400,18225,25375,32325,41600,82,53,293.144592
